"rating","titles","authors","location","date","tenure","recommends","pros","cons","adv_mgmt"
"1.0","""middle management needs to go""","Current Employee - Software Engineer","Menlo Park, CA","2018-10-13","I have been working at Facebook full-time (More than a year)","Doesn't RecommendNegative OutlookDisapproves of CEO","fredom to work on high impact projects, food, benefits","high turnover in managementmanagement will make you pay for giving them bad reviewsmanagement is not trained to do their job and will cause talent to leavefb has no interest in fixing this","go to oracle or some other company that is a zombie"
"5.0","""Do the best work of your life!""","Current Employee - Anonymous Employee","Menlo Park, CA","2018-09-05","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","- Working with the smartest and best in my field which makes me better.- We get to solve tough problems everyday- The open culture means tons of opportunities for everyone- Doing a ton of good in the world and taking action on what isn't working- Unbelievable support when you need it. I went through some personal challenges this year and Facebook was with me every step of the way.- We live our company values- they aren't just posters on the wall.","Achieving the Facebook mission demands a lot from all of us. It's important that you manage your work and life.","Thanks for all you do - everyday here is special!"
"5.0","""Even better than advertised (zing...)""","Current Employee - Program Manager","New York, NY","2018-08-30","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Aside from all the benefits you hear about...free food, good pay, laundry, and so on.... Facebook is an amazing place to work. The culture is so open and fun. No matter what part of the organization you're in, you feel like you're part of the overall mission of Facebook. The company is really transparent about the things going on (often public).","Only downside I've seen so far, is that the company moves really fast...sometimes too fast!",""
"3.0","""Great on Paper- Not In Practice""","Former Employee - Administrative Assistant","Menlo Park, CA","2018-09-01","I worked at Facebook full-time (More than a year)","Doesn't RecommendNegative OutlookApproves of CEO","Free food, 4 weeks vacation, amazing health coverage, 4 mos paid maternity leave.","Flooded with middle managers who are opportunistic and entitled. Lots of well paid people in these roles who work 10:30-3 and whoâs contributions are unclear.Admins must pretty much ignore company values and opportunities that were sold to them- little to no chance for growth outside the role. You will stare into and rage at Outlook until your soul dies.Leadershipâs idealism doesnât well work in-practice.","âMake Impactâ motto leads to bloated app that doesnât scale across markets. People scrambling to create something highly visible rather than user focused. UX in constant battle with eng and PMs.Company values and practices donât seem to apply to Admins.Outlook is a broken, outdated tool and a huge productivity killer."
"5.0","""The best place I've ever worked.""","Current Employee - Software Engineer","San Francisco, CA","2018-09-02","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Really care about employees. The best benefits and pay. Open and inclusive culture. Really smart people. Actively discouraged from working late or on weekends. Willing to make changes to the system for the benefit of users despite costing the company money.","I had to think really hard to find any, which is a great thing. Honestly, just that I feel conflicted about the good social media can play in people's lives. But the company is making strides towards wellbeing, like notifying users of time spent in-app and showing them a message when they're ""up to date"" with today's content so they don't mindlessly scroll.",""
"5.0","""Amazing place to develop and work""","Current Employee - Anonymous Employee","Menlo Park, CA","2018-09-03","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","The challenges Facebook sets itself out to solve are immense, which gives people the opportunity to really challenge themselves at work and continuously learn. Managers are deeply invested into employees and there is a strong servant-leadership mindset (manager as a supporter of high performing teams and not manager as an authoritative decision maker). Benefits & rewards are obviously incredible.","Work/life balance can be challenging. People respect getting your work done on your own time, but given the complexity of the work itself it's not a place for people who want to coast (which can also be seen as a pro). Open culture means people think they can say whatever they want - which is great, but can also at times disrupt people from focusing on their jobs and trusting each other.",""
"1.0","""Talent colleagues, terrible work life balance and some very incompetent managers""","Current Employee - Anonymous Employee","Menlo Park, CA","2018-10-04","I have been working at Facebook full-time (More than a year)","Doesn't RecommendNeutral OutlookApproves of CEO","- top leadership is transparent about company direction- very good tools for work- very talented employees- move fast and (still break things): can be good or bad- opportunities to make impact- opportunities to learn new skills on your own time","- Work life balance is terrible. Everyone in my team works outside regular hours, night and weekends. No one will explicitly say that you have to do this but given the competitive culture, you pretty much put in extra hours.- my particular business unit has toxic culture and high turnover among managers. (CO)- Some managers are promoted from IC and do not know how to lead teams- Great place for singles but not best fit for those with family duties","Please foster a positive culture and no brilliant jerks"
"5.0","""Best combo of talent, fun, and impact""","Current Employee - Software Engineer","Menlo Park, CA","2018-08-30","I have been working at Facebook full-time (More than 5 years)","RecommendsPositive OutlookApproves of CEO","Smart people, huge impact, great compensation","Hiring very quickly so lots of new faces","Thank you"
"3.0","""Great perks, good compensation, but if you don't fit the company narrative you'll be marginalized fairly quickly.""","Former Employee - Director","Menlo Park, CA","2018-08-09","I worked at Facebook full-time (More than 5 years)","Doesn't RecommendPositive OutlookApproves of CEO","Campus is amazing, offices have all the perks you could ask for. Resources are never a problem.","Despite what they say at the onboarding, or the all hands, or the company wide emails, upper management is not interested in hearing opposing views. Once you're branded as not being supportive of the collective group thought, your career path will be stunted. Tenure and support for the upper management team is weighted more heavily than individual skills. Your performance review will be mostly based on what others think of you rather than any projects you delivered. If your political skills aren't sharp you'll be collateral damage within your first year.",""
"4.0","""Great benefits, interesting people, too fast paced for meaningful work""","Current Employee - User Experience Researcher","Menlo Park, CA","2018-09-16","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","The benefits are amazing and the environment is very flexible and casual.","Researchers can struggle to find a voice at the company. At times as a researcher you are overloaded with work, at other times struggle to find anything to do. Researchers need to be better integrated into the company. Work is also too fast for those that want to get meaningful work done in research.","Allow researchers to engage in more profound projects"
"5.0","""Software Engineer""","Current Employee - Software Engineer","Menlo Park, CA","2018-09-04","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Great company to work for. A ton of interesting projects are going on all over the company and sister companies. I am really happy to be here.","Moving too fast in some areas.",""
"5.0","""Great company to work for""","Current Employee - Technical Program Manager","Seattle, WA","2018-08-20","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Really open culture, great benefits, can have good work-life balance if you manage things right, still growing fast","Some (but not many) of the old timers will pull rank on you, which goes against all the propaganda stated in the company, and this is more true for the ones in the central Menlo Park office.",""
"4.0","""Software Engineer""","Current Employee - Software Engineer","Los Angeles, CA","2018-09-11","I have been working at Facebook part-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","It's a good environment to work in","Competition is fierce to get a job",""
"5.0","""Enterprise Engineer""","Current Employee - Enterprise Engineer","Menlo Park, CA","2018-09-01","I have been working at Facebook full-time (More than 8 years)","RecommendsPositive OutlookApproves of CEO","Awesome perksExciting and dynamic environmentGreat learning experienceVery causal and friendly employeesChance to work with the best in the world","At Every step, have to learn by yourself. Everything is mostly self service. So its hard if you not good with technology.","Increase hiring and build more awesome products"
"5.0","""Great culture and perks""","Current Employee - Senior Data Scientist","Menlo Park, CA","2018-08-31","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","+ High salaries+ Amazing perks+ Open culture","- Overcrowded campus- Work-life balance in some engineering teams",""
"5.0","""It's not only talk""","Current Employee - Business Analyst","San Francisco, CA","2018-08-06","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Facebook hires extremely intelligent, driven and kind people who truly buy into the vision to only do good things in the world. So happy I joined the Facebook family.","The only cons are that there aren't more remote working opportunities and no onsite childcare.","Consider more flexible working options."
"3.0","""Product Design""","Current Employee - Product Designer","Seattle, WA","2018-09-12","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","There is no hierarchy. It does not feel like you're working for corporate America. Your team feels like your family.","Non have crossed my mind.","I'd say the recruiters need a better system for filtering out who's worth interviewing and who's not."
"4.0","""Software Engineer""","Current Employee - Software Engineer","Menlo Park, CA","2018-09-05","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Good compensation. Open working environment.","Company grows too fast in terms of head count.",""
"3.0","""Software Engineer""","Former Employee - Anonymous Employee","Menlo Park, CA","2018-08-29","I worked at Facebook full-time (More than 3 years)","Doesn't RecommendNo opinion of CEO","Good perksChallenging projectsWorking with smart people","No work/life balanceManagers push people into projects that they are not interested.",""
"4.0","""Software Engineer""","Current Employee - Software Engineer","Menlo Park, CA","2018-09-03","I have been working at Facebook full-time (More than a year)","RecommendsNeutral OutlookApproves of CEO","Smart people and Good Food","No work life balance. Have to work in weekend and night.","Manager is not supportive."
"5.0","""Amazing company for Leaders""","Current Employee - Director","New York, NY","2018-08-21","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Fast-paced environment, brilliant people, amazing opportunities for learning and career growth. New challenges every day and the most wonderful people working together to find solutions.","Fast pace is really fast and the company is growing very quickly. The need to continuously grow yourself and to scale yourself is very high.",""
"5.0","""Awesome work culture for those who want to work""","Current Employee - Data Engineer","Menlo Park, CA","2018-08-20","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Tons of autonomy to work","Workload on the higher side.",""
"4.0","""Great Company""","Current Employee - Senior Software Engineer","Menlo Park, CA","2018-08-28","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","- pay - benefits - smart people","- workload can be havy at times","Keep up great work."
"5.0","""Best Company Ever and Amazing Open Culture""","Current Employee - Anonymous Employee","Menlo Park, CA","2018-08-18","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","- Best company I worked in my entire career- Open culture, everyone has context and information on any project they like.- Management trusts employees by keeping the culture open- Super smart and helpful colleagues- You can ask Mark any question during QnA for employees- Managers here are great and super supportive of your career growth- Other perks like free food all meals, free shuttle, amazing health benefits, fitness reimbursement, laundry, onsite health and dental center, concierge service-Focus on impact and not on unnecessary frivolous work","No cons found yet for the company","Keep the culture going and hire good middle management. They are the ones who take the culture to the grass root."
"5.0","""Best talent/Best place""","Current Employee - Technical Sourcer","Chicago, IL","2018-08-16","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Free breakfast, Free lunch, Free dinner- Only place in Chicago that does thisThey give you all the tools needed for you to be successful in your role.You are encouraged to be innovate and bring your ideas to fruitionYou are working for the best recruiting organization in the world.>> So yes! You will have to earn your awesome salary and benefits","Work Life balance- You are hiring the best of the best. You have to make yourself available for candidate contact if you want to hit goalTalent Camp doesn't prepare you for the real role.","Keep listening to us as we are scaling. The cream of the crop always rises to the top and listen to those who are invested into this company as you are."
"5.0","""The honeymoon never ends at FB!""","Current Employee - Talent Scout-University Recruiter","San Francisco, CA","2018-08-15","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Facebook has a great culture and even better values. They encourage their employees to be bold, move fast and be their true selves at work.","No complaints or cons with FB","Less meetings, but you can't really get around those."
"5.0","""Challenging work with incredible growth""","Current Employee - Anonymous Employee","New York, NY","2018-08-14","I have been working at Facebook full-time (More than 5 years)","RecommendsPositive OutlookApproves of CEO","We work on problems that impact over 2 billion people and given how much we are growing, the scaling issues are second to none and so you grow your kills and careers here much more quickly than elsewhere.","While challenge can be great, it can be tiring but i feel recognized and satisfied by the impact I am having here.","keep hiring the world's best for us to work with!"
"5.0","""Great place to be at""","Current Employee - Anonymous Employee","Menlo Park, CA","2018-08-13","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Highly encouraging environment and great benefits. They take good care of their employees.","You wont be able to like any other place",""
"5.0","""One of the better big companies""","Former Employee - Anonymous Employee","Menlo Park, CA","2018-08-13","I worked at Facebook full-time (More than 5 years)","","High caliber coworkers. Great benefits. Smart and dedicated leadership.","It's become a big company so it's increasingly difficult to move fast.",""
"5.0","""Best place to work!""","Former Employee - Administrative Assistant","Menlo Park, CA","2018-08-02","I worked at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","- Transparent company- Great pay- Flexible schedule- Overtime for admins- Best benefits!","- High pressure- Can be long hours",""
"5.0","""Great place to work""","Current Employee - Recruiter","San Francisco, CA","2018-08-01","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Facebook takes care of everything for you so you can focus on your job. Free food, gyms, wellness benefits, onsite wellness centers, amazing maternity/paternity benefits, dry cleaning and the list GOES ON. The work is challenging and growth potential is high.","Like at any company, it all depends who you report to. Some managers are better than others and some employee are better suited to work with certain managers.",""
"1.0","""Minorities not welcome here""","Current Employee - Software Engineer","Menlo Park, CA","2018-09-01","I have been working at Facebook full-time (More than a year)","Doesn't RecommendNegative OutlookDisapproves of CEO","Pays the checks, free transportation and food","If you are a minority management will isolate you.Facebook pretends to care and provides training to 'fix' minority attitude.As a non-minority I find this disgraceful.Facebook does not value diverse views and tries to 'manage out' non-conformists.","Celebrate diversity, do not hide minority events away from campus.You don't have to 'fix' minorities, embrace them."
"3.0","""Great coaching & feedback culture, but decisions are very top down""","Former Employee - Anonymous Employee","Menlo Park, CA","2018-08-07","I worked at Facebook full-time (More than a year)","RecommendsNeutral OutlookApproves of CEO","During my time at Facebook, I've had some of the best people managers in my career. They have helped me improve my communication skills, people skills and empathy skills. The perks are absolutely ridiculous, from free charging for electric cars to amazing free desserts, and packed micro kitchens.","One of the reasons Facebook is in this sticky privacy situation is the complacency at the top. For many years, management has denied its social responsibility to moderate the content that appears, claiming to be an unbiased 'platform'. They ignore years of 3rd party studies that show that they are creating echo chambers.Even after getting ""Exceeds Expectations"" cycle after cycle, I found it difficult to influence the top-down decisions. A group of engineers & analysts may prove a huge opportunity in developing a feature, with data and all, but if it's not the direction coming from the top, then it's unlikely to get resourced. They don't always put in the effort to discuss the pros & cons of these strategies.","Find a better way to get impactful analyses and opinions heard higher up the management chain."
"5.0","""Amazing experience""","Current Employee - Product Designer","Seattle, WA","2018-08-03","I have been working at Facebook full-time","RecommendsPositive OutlookApproves of CEO","Lots of perks, fulfilling projects that only a few companies in the world are working on","Your experience largely depends on the team. After three years thats the biggest decider of experience","We need more design managers"
"1.0","""Back to the chop shop""","Current Employee - Technical Sourcer","Chicago, IL","2018-08-28","I have been working at Facebook full-time","Doesn't RecommendNeutral OutlookApproves of CEO","Free food, Flexibility, Good brand, Benefits","The agency style environment youâve cultivated will surely push some of the best people here out. Sometimes it feels that your job is just chasing metrics. Definitely feel misled from the recruitment process.","No wonder weâve seen the hiring bar lowered as word about our environment gets out. Unfortunately the problem isnât a Chicago problem, but a larger recruiting org problem. Maybe enough public attention will get someone to listen..."
"5.0","""Helpdesk Specialist""","Current Employee - Helpdesk Specialist","Menlo Park, CA","2018-07-17","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","- Full Time not contract- Tiers 1-3 level access- System administrator for many systems- Facebook perks","- High volume and very busy depending on location and building- Base comp not as competitive as other large Silicon Valley companies- No flex time or remote work, must be at Helpdesk all day. 8-5pm or 9-6pm shifts.","- Pay more based on experience"
"1.0","""Company without a soul""","Current Employee - Senior Software Engineer","Menlo Park, CA","2018-08-18","I have been working at Facebook full-time (More than a year)","Doesn't RecommendNegative OutlookDisapproves of CEO","Free food and laundry are the only pros.","warning: stay away if you are a senior engineer.inexperienced management will drive you nuts.just another google clone.","- none, management is hopeless."
"4.0","""I have mixed emotions about Facebook""","Former Employee - Product Designer","Menlo Park, CA","2018-07-12","I worked at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Great culture but it comes at a price.","Work/life balance isn't good. The company factors in work outside of the 9-5 (your hack projects) which factors into your performance reviews. If you're young and single, it's great! But if you're middle-aged and have a young family, performing at the highest level is a bit hard to balance when family duties call.",""
"5.0","""Network Technician""","Former Employee - Anonymous Employee","Ashburn, VA","2018-07-26","I worked at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Great place to work. I loved it.","Nothing I can think of",""
"5.0","""Awesome Place to Work""","Current Employee - Anonymous Employee","Menlo Park, CA","2018-07-19","I have been working at Facebook full-time","RecommendsPositive OutlookApproves of CEO","great, smart people, loads of autonomy","I sincerely can't think of anything. I wish the real estate weren't so expensive on the Peninsula.",""
"5.0","""Best company!!! Best for ever!!""","Current Employee - Software Engineer","Seattle, WA","2018-07-30","I have been working at Facebook full-time (More than a year)","RecommendsNeutral OutlookApproves of CEO","1. best food2. best ceo3. best IT help","None, None, None, None, None",""
"4.0","""Sales Operations""","Current Employee - Sales Operations","New York, NY","2018-08-11","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Great culture, highly competitive, tremendous opportunity, focus on people / career development","Internal systems are less than desirable. Some departments need more doers, less management. Lots of overlap acrosss business units causing inefficiencies and confusion.","Consolidate. Multiple departments doing similar activities are causing inefficiencies. People close to the work want consolidation and will embrace change. The politics across leadership is starting to be talked about and that is not healthy for the organization.Infrastucture: Put as much focus on internal systems and tools as we do on external facing and we will be able to minimize people costs and scale more efficiently and provide better customer service."
"5.0","""Level of Care is Astonishing""","Current Employee - Hardware Engineering","Menlo Park, CA","2018-07-07","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Great Open CultureFree FoodWork with Bright peopleAccess to Senior leadership4 months paternity leaveVirtually Unlimited resourcesCommunity is at the core of FB. Iâve never worked at a company that cares so much about its people. Taking care of yourself and working sustainably is part of the culture. All the amenities are there to keep you focused (or distracted). Food, snacks, multiple gyms (with classes), car service, life@ (I took my passport photos there for heavens sake).We have, workplace, FBâs own internal app. Itâs like Facebook within Facebook for employees. I can message anybody and be in contact with anybody in the company. Iâm an entry level engineer and talk to VPs Directors and even Mark, who holds open forum EVERY Friday in person. That level of access is phenomenal.If you have an idea you can do it. You have the support and finances to achieve whatever you can think of. If youâve worked anywhere else then you can see why everything Iâve written is so important. It just isnât like that anywhere else.","Itâs so good that it would be hard to work anywhere else. Iâm destroyed for life. If itâs your first job I would feel bad because this is NOT a true view of the working world. If youâre humble enough to appreciate that then you should be ok. I believe people can develop a degree of entitlement and hubris in this environment. You can run into folks like that, but the majority of others are great.","Mark is doing a fantastic job managing a service that over 2 Billion people use worldwide. The way FB has evolved so much so fast has brought a lot of unexpected uses. Stay the course, and donât stray from what people love most about FB. Connecting with Friends and Family."
"5.0","""Biggest Con: It's So Great Working Here, You Will Never Want To Leave""","Current Employee - Anonymous Employee","Menlo Park, CA","2018-07-25","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","- generous compensation/benefits- manager support and transparency- autonomy - you can create your own career path- interesting, challenging work- investment from the company to create/maintain a great culture","- The company is growing so fast, it's hard to scale at this pace",""
"5.0","""Technical Sourcer - 6 months in""","Current Employee - Technical Sourcer","Seattle, WA","2018-07-19","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Competitive but friendly environment.Team members genuinely care about your success.Facebook Perks.Compensation.","Time management can be very difficult, there is a LOT going on.",""
"5.0","""Good company to work for""","Current Employee - Software Engineer","Seattle, WA","2018-07-03","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","They treat you well, you can find almost everything you'll need. Colleagues are knowledgeable and fast moving, you can learn a ton here.","Work hard play hard, you have to spend more time studying and working then lots of other places. Peer pressure is also high",""
"5.0","""Great company, surrounded by genuine and smart people and given amazing benefits!""","Current Employee - Anonymous Employee","Menlo Park, CA","2018-07-15","I have been working at Facebook full-time","RecommendsPositive OutlookApproves of CEO","Amazing co-workers who are genuine, down to Earth people that create a positive, welcoming atmosphere. You are expected to work hard, but that hard work is valued and FB provides phenomenal benefits from great healthcare care to free food and shuttles to campus. Unlike some companies, FB sees their employees as people, not cogs in the machine.","The company moves fast and embraces change and it can be hard to keep up with so much going on and things feeling like they change at the speed of light. It can feel chaotic, but work life balance is still possible and encouraged!","Keep communicating, continue to value your employees and build social good worldwide. The world needs more of it."
"5.0","""Great place to work""","Current Employee - Software Engineer","Seattle, WA","2018-07-10","I have been working at Facebook full-time (More than a year)","RecommendsApproves of CEO","- Very open culture, everyone has access to all codebases and can change any code- Most people choose their own project- You are responsible for your project end -to-end. Only metric you are measured on is impact.- Company really cares about its employees","- Very fast paced environment- Everyone has to act as the leader of their project, not a good fit if you like someone to tell you what you should do.",""
"5.0","""Passionate about work ~""","Current Employee - Talent Sourcer","Menlo Park, CA","2018-07-14","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Intelligent amazing people solving complicated important business and tech problems. Sense of integrity in everything we do. Culture of openness, incredible perks and really good food. You will work hard and there is a ton of opportunity to build a fabulous career. If you're looking for 9-5 gig FB is not the place for you. You can have autonomy in your schedule, and everyone has to find the right work/life flow balance. You will work hard and if you love what you do it doesn't feel like work. FB is a place for passionate driven career minded people.","Needs to continue to work towards a more diverse workforce.",""
"5.0","""Review""","Current Employee - Technical Sourcer","Menlo Park, CA","2018-07-16","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","I love the culture and resources","Some managers are better than others",""
"1.0","""Technician FB Data Center Los Lunas,NM""","Current Employee - Technician","Los Lunas, NM","2018-08-18","I have been working at Facebook full-time (More than a year)","Doesn't RecommendNegative Outlook","Worst place I had to work at.","Very Unprofessional Management Team.Run Away.","You need to work on safety issues and start drug testing employees more often."
"4.0","""Move Fast. Always. - Great Perks. Challenging Work/Life Balance""","Former Employee - Systems Administrator","Menlo Park, CA","2018-07-27","I worked at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Volume of perks and what they are is practically unmatched.","Work/Life Balance is a challenge because those around you are passionate about what they do and they'll continue to work even after hours. Communication is constant and if your work does not keep up with your obsessed peers then you will fall behind.","Define ""impact"""
"2.0","""Was a great company""","Current Employee - Manager","Menlo Park, CA","2018-07-24","I have been working at Facebook full-time (More than a year)","Doesn't RecommendNeutral OutlookApproves of CEO","Mark is an inspiring CEO.","Moving towards a ""BIG"" company culture.","invest in security and stay agile"
"5.0","""Great company""","Former Employee - Anonymous Employee","Menlo Park, CA","2018-07-12","I worked at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","great benefits and such I like very much","not none I can think of","keep it up"
"5.0","""Great company""","Current Employee - Data Engineer","Menlo Park, CA","2018-06-30","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Smartest people Iâve ever worked with. Smartest leadership Iâve ever worked for.","Itâs so big itâs easy to feel like a small fish in a big pond.",""
"3.0","""I quit a job I loved due to bullying.""","Former Employee - Creative","New York, NY","2018-06-16","I worked at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Awesome company but a few bad apples.","Lots of education about bias - but the system to prevent it, doesn't work.","Believe people when they tell you they are being retaliated against. If there is any doubt - find that person a new role."
"5.0","""Glad to be here, and grateful to stay here.""","Current Employee - Technical Recruiter","Menlo Park, CA","2018-07-02","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Great benefits, challenging environment, your voice is heard, management truly cares about developing people instead of just holding a manager title, and great perks at work!","Sometimes because things move so fast and growth is happening exponentially, communications haven't been always trickled down with the best strategy in regards to getting everyone relevant in the loop before changes roll out.","Communicate change immediately"
"5.0","""Great company to work for""","Current Employee - Software Engineer","Menlo Park, CA","2018-06-25","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Reasonable pay, plenty of perks.","Large company with typical bureaucratic idiosyncrasies",""
"4.0","""Lots of Growth""","Current Employee - Technical Recruiter","Menlo Park, CA","2018-07-13","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Great place to learn. Lots of mentorship.","It's gotten too big. Starting to feel the size of the company and questioning the impact I can directly make.",""
"5.0","""Fabulous Culture""","Current Employee - Recruiter","New York, NY","2018-06-24","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Autonomous and innovative cultureAlways learningworking for a company that is pushing the boundaries of how technology and life intersect","Working hard- not a slow pace",""
"5.0","""Your impact drives your career; Facebook is by far the greatest company Iâve ever worked for!""","Current Employee - Reception Associate","Menlo Park, CA","2018-06-23","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Opportunity, relationships, benefits, work-life balance","Too be honest, canât find to many cons to the company.",""
"5.0","""Amazing Place to Work""","Current Employee - Senior Software Engineer","West Menlo Park, CA","2018-06-14","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","-Ambitious people-Unparalleled Perks-Exciting work-Transparent leadership","None that are major - work is good",""
"5.0","""Software Engineering, PhD Intern (Summer)""","Former Employee - Anonymous Employee","Menlo Park, CA","2018-06-03","I worked at Facebook full-time","RecommendsPositive OutlookApproves of CEO","A great culture, most likely the best of the bests...Very smart and helpful colleagues..Lots of benefits, even for the interns, food, bikes, housing, summer fests, etc.Very transparent, from top to the bottom...Challenging and interesting work/projects, affecting billions of people!","Nothing much. Specific to the 12-week summer internship program, you need 2-3 weeks to get used to the Facebook culture, codebase, and the project you are working on. You need to finish bulk of the task within the 10th week. That leaves you with roughly 7 weeks to complete your project -- which sometimes may become stressful...",""
"5.0","""Wonderfully Engaging Environment""","Current Employee - Instructional Designer","Menlo Park, CA","2018-06-11","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","FB hires not only really smart people, but people who really want to work with others to make awesome things. Also, the company offers some great benefits, which show us how much they care about our well being.","Because the company has been expanding so much in Menlo Park, the traffic is horrible. Also, it is hard to get promoted even though there are many lateral moves.","Continue being great and treating employees like equals."
"3.0","""customer service agent""","Current Employee - Customer Service Agent","New York, NY","2018-06-24","I have been working at Facebook (Less than a year)","RecommendsNeutral OutlookNo opinion of CEO","multinational company with a lot of benefits","very strict ed with no area to erreo","to listen more to the employers"
"5.0","""Account Partner on Retail""","Current Employee - Account Manager","Austin, TX","2018-06-07","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Freedom, Opportunity, Learning and Growth","FB is not means to an end","- - - - -"
"5.0","""You feel valued as an employee""","Current Employee - Quantitative Researcher","Menlo Park, CA","2018-06-07","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Great benefits, opportunities to work on something that matters to you and have a real impact in the world.","Things change quickly and that creates instability on teams and roles",""
"5.0","""Respectful workplace. Impactful work. Great benefits.""","Current Employee - Project Manager","Menlo Park, CA","2018-05-16","I have been working at Facebook full-time (More than 5 years)","RecommendsPositive OutlookApproves of CEO","- The company really cares about upscaling their managers. As an individual contributor myself, I really appreciate having a caring and at the same time professional manager, who gives me a lot of flexibility, but steps in when I need them.- You are being recognized for impact, not for how many years of experience you bring to the table. This helps getting good reviews for hard work, even when you're young and unexperienced.- You get many opportunities to work cross-functionally, which is great for diversity of thought. Personally, I like the fact I am exposed to working with technical and non-technical people.- Some of the benefits are amazing. Fertility treatment coverage and in general medical coverage are the best out there.","- Facebook purposefully hires very smart and ambitious individuals. Even when there's no pressure from the manager to work long hours, you often see people working long hours, which in return puts more pressure on you.- There are no incentives to stay in the company for longer than 4 years. Once you vest all your RSUs, refreshers you get for good performance look very unattractive. It's more and more common for people to leave FB after 4 years, and come back a year later to re-negotiate their RSUs.- You are being ""punished"" with certain benefits if both spouses work for Facebook. A good example is baby cash which you get per family, not per employee.- Commute in the Bay area is terrible.- It's getting very very crowded in MPK. Facilities are definitely not keeping up with recruiting.",""
"5.0","""Best place to work""","Current Employee - Client Partner","New York, NY","2018-06-04","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","I honestly love working at Facebook.","Sometimes I've seen people fail who need a lot of direction, it's almost autonomous to a fault.",""
